EAN,Merk,Product,Categorie,Volume,Aantal,Inkoopprijs,Minimaal,Maximaal,Winkelprijs,Winstlaag,Winsthoog,SKU,Notities
3432240036704,Cartier,La Panth�re ,EDP,75 ml ,2,42.9,-49.22,-49.22644628,,undefined,undefined,undefined,undefined
3432240036261,Cartier,La Panth�re ,EDP,75 ml,0,30,59.95,64.95,110.77,6.778099174,10.3731405,CRT3567,
3432240501134,Cartier,L'Envol de C,EDP,50 ml,0,35,44.95,81.05,-41.32644628,-9.007024793,CRT3562,,undefined
3432240005649,Cartier,Must de Cart,EDT,100 ml,0,34.95,60.95,67.95,118.21,2.547107438,7.580165289,CRT3554,Parfum Offers �61.95
3432240005557,Cartier,Must de Cart,pour H,EDT,100 m,0,34,129.95,207.95,-40.32644628,53.10867769,CRT3549,
3432240000989,Cartier,Pasha de Car,EDT,100 ml,0,30,54.95,55.95,97.85,3.183057851,3.902066116,CRT3550,Prijslimiet �55.95
3432240021397,Cartier,Roadster,EDT,100 ml,0,16,47.5,84.95,-22.32644628,11.82644628,CRT3551,,undefined
3432240025395,Cartier,Roadster Spo,EDT,30 ml,0,16.75,31.95,54.95,-23.07644628,-0.104132231,CRT3561,,undefined
3432240003638,Cartier,Santos de Ca,EDT,100 ml,0,28.5,48.95,52.95,92.32,0.369008264,3.245041322,CRT3560,
688575181180,Cerruti 1881,Black pour H,EDT,100 ml,0,14,29.95,64.95,-20.32644628,1.20785124,CER6615,,undefined
688575134490,Cerruti 1881,pour Femme,EDT,100 ml,0,18.5,28.95,72.5,-24.82644628,-4.011157025,CER6612,,undefined
688575134476,Cerruti 1881,pour Femme,EDT,30 ml,0,9,23.5,38.83,-15.32644628,1.570247934,CER6614,,undefined
688575003659,Cerruti 1881,pour Homme,EDT,100 ml,0,14,23.95,62.5,-20.32644628,-3.106198347,CER6613,,undefined
3145891129403,Chanel,Allure,Bodylo,200 ml,0,28,44.95,48.96,-34.32644628,-2.007024793,CHA1265,,undefined
3145891129908,Chanel,Allure,Hair M,35 ml,0,17,34.95,43.86,-23.32644628,1.802892562,CHA1355,,undefined
3145891210606,Chanel,Allure Homme,ASL,100 ml,0,39,63.95,65.95,70.19,0.654132231,2.09214876,CHA1344,Apple4u �67
3145891219302,Chanel,Allure Homme,Deospr,100 ml,0,21.23,39.95,43.65,-27.55644628,1.167933884,CHA1372,Fallachi �38,undefined
3145891217001,Chanel,Allure Homme,Deosti,75 ml,0,20.75,37.95,43.65,-27.07644628,0.209917355,CHA1373,Prijslimiet �37.95,undefined
3145891270600,Chanel,Allure Homme,Afters,Lotion,0,28,54.95,59.17,-34.32644628,5.183057851,CHA1260,,undefined
3145891274608,Chanel,Allure Homme,EDP,100 ml,0,52,89.95,94.95,118.32,6.348347107,9.94338843,CHA1339,
3145891274707,Chanel,Allure Homme,EDP,150 ml,0,70,114.95,119.95,147.32,6.323553719,9.918595041,CHA1380,Parfum Offers �123.95
3145891274509,Chanel,Allure Homme,EDP,50 ml,0,30,69.95,74.95,85.69,13.96818182,17.56322314,CHA1332,
3145891230604,Chanel,Allure Homme,Afters,Lotion,0,38.37,68.95,69.95,60.19,4.879173554,5.598181818,CHA1340,
3145891239300,Chanel,Allure Homme,0,12.5,30.95,31.95,33.65,3.426859504,4.145867769,CHA1369,,undefined,undefined
3145891237009,Chanel,Allure Homme,0,21.18,39.95,42.95,43.65,1.217933884,3.374958678,CHA1375,,undefined,undefined
3145891235104,Chanel,Allure Homme,EDP,3 x 20,0,47.5,77.5,83.65,-53.82644628,1.896694215,CHA1249,,undefined
3145891235609,Chanel,Allure Homme,EDP,100 ml,0,55,99.95,104.95,117.31,10.53842975,14.13347107,CHA1201,150 ml �118.50
3145891235807,Chanel,Allure Homme,EDP,150 ml,0,72,114.95,119.95,138.73,4.323553719,7.918595041,CHA1202,
3145891235500,Chanel,Allure Homme,EDP,50 ml,0,51,83.95,84.95,85.69,3.034297521,3.753305785,CHA1333,Dutchdepot �97.99 - Douglas �77.90
3145891239607,Chanel,Allure Homme,0,33.95,35.95,38.13,18.083,19.52190083,CHA1389,,undefined,undefined,undefined
3145891233209,Chanel,Allure Homme,EDC,100 ml,0,30,74.95,79.95,98.95,17.56322314,21.15826446,CHA1203,
3145891233803,Chanel,Allure Homme,EDC,150 ml,0,55,90.95,92.95,117.31,4.067355372,5.505371901,CHA1204,Bol.com �99
3145891236309,Chanel,Allure Homme,EDT,100 ml,0,55,94.95,99.95,104.95,6.94338843,10.53842975,CHA1205,
3145891236408,Chanel,Allure Homme,EDT,150 ml,0,70,114.95,119.95,127.31,6.323553719,9.918595041,CHA1206,
3145891236507,Chanel,Allure Homme,EDT,300 ml,0,115,189.95,199.95,217.31,15.24917355,22.4392562,CHA1345,
3145891236200,Chanel,Allure Homme,EDT,50 ml,0,28,73.95,80.39,-34.32644628,18.84421488,CHA1245,,undefined
3145891214604,Chanel,Allure Homme,EDT,100 ml,0,55,92.95,94.95,100.98,5.505371901,6.94338843,CHA1207,
3145891214802,Chanel,Allure Homme,EDT,150 ml,0,68.9,119.95,121.95,129.35,11.01859504,12.45661157,CHA1374,Bol.com �97
3145891214505,Chanel,Allure Homme,EDT,50 ml,0,35,69.95,72.43,-41.32644628,8.968181818,CHA1346,,undefined
3145891121001,Chanel,Allure Recha,EDT,3 x 15,0,28,74.95,78.55,-34.32644628,19.56322314,CHA1263,,undefined
3145891297409,Chanel,Allure Sensu,0,28,104.9,121.39,-34.32,41.13347107,CHA1261,,undefined,undefined,undefined
3145891297300,Chanel,Allure Sensu,EDP,100 ml,0,55,104.95,109.95,140.77,14.13347107,17.7285124,CHA1208,
3145891294606,Chanel,Allure Sensu,EDT,100 ml,0,55,93.95,118.32,-61.32644628,6.224380165,CHA1323,,undefined
3145891294507,Chanel,Allure Sensu,EDT,50 ml,0,28,76.95,81.61,-34.32644628,21.00123967,CHA1262,,undefined
3145891129113,Chanel,Allure Soap ,0,12.5,22.95,25.5,-18.82,-2.325206612,CHA1264,,undefined,undefined,undefined
3145891125306,Chanel,Allure Vapor,EDP,100 ml,0,65,107.95,109.95,140.77,6.290495868,7.728512397,CHA1258,
3145891124309,Chanel,Allure Vapor,EDP,50 ml,0,40,79.95,87.95,99.97,11.15826446,16.91033058,CHA1334,
3145891124606,Chanel,Allure Vapor,EDT,100 ml,0,40,84.95,92.95,116.29,14.75330579,20.5053719,CHA1209,
3145891124507,Chanel,Allure Vapor,EDT,50 ml,0,74.95,83.64,-6.326446281,47.56322314,CHA1347,,undefined,undefined
3145891188806,Chanel,Antaeus Deod,0,12.5,25.95,33.65,-18.82,-0.168181818,CHA1368,,undefined,undefined,undefined
3145891184600,Chanel,Antaeus Vapo,EDT,100 ml,0,40,82.95,87.95,98.95,13.31528926,16.91033058,CHA1210,Parfum Offers �91
3145891070606,Chanel,Bleu,Afters,Lotion,0,25,54.95,60.19,-31.32644628,8.183057851,CHA1348,,undefined
3145891071108,Chanel,Bleu de Chan,ASB 90,0,33.95,57.95,73,-40.27644628,1.390082645,CHA1387,Prijslimiet �57.95,undefined,undefined
3145891079302,Chanel,Bleu de Chan,Deospr,100 ml,0,21.5,39.95,44.95,-27.82644628,0.897933884,CHA1247,,undefined
3145891077100,Chanel,Bleu de Chan,Deosti,75 ml,0,21.5,39.5,39.95,43.95,0.574380165,0.897933884,CHA1248,
3145891073102,Chanel,Bleu de Chan,EDP,3 x 20,0,40,77.5,83.65,-46.32644628,9.396694215,CHA1211,,undefined
3145891078008,Chanel,Bleu de Chan,EDT,3 x 20,0,51.77,84.95,87.95,95.52,2.983305785,5.140330579,CHA1381,Bottled Heaven �81.95
3145891079609,Chanel,Bleu de Chan,Shower,200 ml,0,15,32.95,35.71,-21.32644628,2.364876033,CHA1349,,undefined
3145891073607,Chanel,Bleu de Chan,EDP,100 ml,0,65,104.95,109.95,117.31,4.133471074,7.728512397,CHA1212,
3145891073706,Chanel,Bleu de Chan,EDP,150 ml,0,80,129.95,134.95,138.73,7.108677686,10.70371901,CHA1213,
3145891073508,Chanel,Bleu de Chan,EDP,50 ml,0,39,82.95,85.69,-45.32644628,14.31528926,CHA1324,,undefined
3145891074604,Chanel,Bleu de Chan,EDT,100 ml,0,55,94.95,99.95,104.95,6.94338843,10.53842975,CHA1214,
3145891074802,Chanel,Bleu de Chan,EDT,150 ml,0,65,117.95,119.95,117.31,13.48057851,14.91859504,CHA1215,
3145891074505,Chanel,Bleu de Chan,EDT,50 ml,0,40,72.95,77.95,82.43,6.125206612,9.720247934,CHA1378,Douglas �76.49
3145891071801,Chanel,Bleu de Chan,Parfum,100 ml,0,65,114.95,119.95,135.66,11.32355372,14.91859504,CHA1354,
3145891071900,Chanel,Bleu de Chan,Parfum,150 ml,0,72,144.95,149.95,150.57,25.89380165,29.48884298,CHA1376,
3145891268409,Chanel,Chance,Body S,200 g,0,31.5,60.95,74.46,-37.82644628,5.997107438,CHA1370,,undefined
3145891269406,Chanel,Chance,Bodylo,200 ml,0,9.75,41.95,48.96,-16.07644628,14.08595041,CHA1273,,undefined
3145891368505,Chanel,Chance Eau F,Bodysp,100 ml,0,9.75,35.95,38.76,-16.07644628,9.771900826,CHA1268,,undefined
3145891369908,Chanel,Chance Eau F,Hair M,35 ml,0,28,39.95,42.84,-34.32644628,-5.602066116,CHA1266,,undefined
3145891361100,Chanel,Chance Eau F,EDT,3 x 20,0,28,76.95,81.61,-34.32644628,21.00123967,CHA1267,,undefined
3145891364200,Chanel,Chance Eau F,EDT,100 ml,0,60,99.95,104.95,116.29,5.538429752,9.133471074,CHA1218,Douglas �90.41
3145891364705,Chanel,Chance Eau F,EDT,150 ml,0,62,103.95,132.62,-68.32644628,6.41446281,CHA1219,,undefined
3145891364309,Chanel,Chance Eau F,EDT,35 ml,0,33,55.95,65.29,-39.32644628,0.902066116,CHA1325,,undefined
3145891364101,Chanel,Chance Eau F,EDT,50 ml,0,43,71.95,74.95,81.61,2.406198347,4.56322314,CHA1220,Douglas �63.36
3145891267303,Chanel,Chance Eau T,Bodycr,200 g,0,9.75,67.95,72.43,-16.07644628,32.78016529,CHA1269,,undefined
3145891268102,Chanel,Chance Eau T,Bodysp,100 ml,0,9.75,35.95,38.76,-16.07644628,9.771900826,CHA1270,,undefined
3145891267808,Chanel,Chance Eau T,Hair M,35 ml,0,28,39.95,42.84,-34.32644628,-5.602066116,CHA1272,,undefined
3145891263053,Chanel,Chance Eau T,EDT,3 x 20,0,28,76.95,81.61,-34.32644628,21.00123967,CHA1271,,undefined
3145891262605,Chanel,Chance Eau T,EDP,100 ml,0,60,119.95,124.95,127.61,19.91859504,23.51363636,CHA1377,
3145891263206,Chanel,Chance Eau T,EDT,100 ml,0,60,99.95,103.95,118.32,5.538429752,8.41446281,CHA1322,Prijslimiet �103.95 | Douglas �90.41
3145891263305,Chanel,Chance Eau T,EDT,150 ml,0,60,109.95,114.95,132.62,12.7285124,16.32355372,CHA1255,
3145891262902,Chanel,Chance Eau T,EDT,35 ml,0,33,55.95,65.2,-39.32644628,0.902066116,CHA1326,,undefined
3145891263107,Chanel,Chance Eau T,EDT,50 ml,0,43,71.95,74.95,83.64,2.406198347,4.56322314,CHA1257,Douglas �63.36
3145891266603,Chanel,Chance Eau V,Hair M,35 ml,0,17,39.95,43.95,49.45,5.397933884,8.273966942,CHA1390,
3145891265101,Chanel,Chance Eau V,EDT,3 x 20,0,38,69.95,83.64,-44.32644628,5.968181818,CHA1342,,undefined
3145891265002,Chanel,Chance Eau V,EDT,3 x 20,0,38,69.95,74.95,96.91,5.968181818,9.56322314,CHA1343,
3145891265606,Chanel,Chance Eau V,EDT,100 ml,1,60,93.95,116.29,-66.32644628,1.224380165,CHA1221,Douglas �90.41 | 150 ml �103.99,undefined
3145891265705,Chanel,Chance Eau V,EDT,150 ml,0,65,104.5,119.95,132.62,3.809917355,14.91859504,CHA1259,Bol.com �106.50
3145891265507,Chanel,Chance Eau V,EDT,50 ml,0,45,74.95,77.95,81.61,2.56322314,4.720247934,CHA1274,Douglas �63.36
3145891269901,Chanel,Chance,Hair M,35 ml,0,17,39.95,43.95,49.45,5.397933884,8.273966942,CHA1275,
3145891260502,Chanel,Chance,Parfum,7.5 ml,0,28,105.95,121.39,-34.32644628,41.85247934,CHA1276,,undefined
3145891261103,Chanel,Chance Recha,EDT,3 x 20,0,28,62.95,81.61,-34.32644628,10.93512397,CHA1277,,undefined
3145891265200,Chanel,Chance Vapor,EDP,100 ml,0,80,126.95,129.95,140.77,4.951652893,7.108677686,CHA1222,
3145891264302,Chanel,Chance Vapor,EDP,35 ml,0,28,67.95,70.4,-34.32644628,14.53016529,CHA1278,,undefined
3145891264203,Chanel,Chance Vapor,EDP,50 ml,0,50,84.95,89.95,99.97,4.753305785,8.348347107,CHA1327,Douglas �75.73
3145891264609,Chanel,Chance Vapor,EDT,100 ml,0,60,109.95,114.95,118.32,12.7285124,16.32355372,CHA1328,
3145891264906,Chanel,Chance Vapor,EDT,150 ml,0,65,104.95,134.95,132.62,4.133471074,25.70371901,CHA1223,Bol.com �107
3145891264401,Chanel,Chance Vapor,EDT,35 ml,0,33,57.95,65.29,-39.32644628,2.340082645,CHA1329,,undefined
3145891264500,Chanel,Chance Vapor,EDT,50 ml,0,45,74.95,79.95,81.61,2.56322314,6.158264463,CHA1279,Douglas �63.36
3145891138504,Chanel,Coco,Bodylo,200 ml,0,9.75,42.95,48.96,-16.07644628,14.80495868,CHA1280,,undefined
3145891139327,Chanel,Coco,Deodor,Spray ,0,9.75,36.95,40.8,-16.07644628,10.49090909,CHA1281,,undefined
3145891134308,Chanel,Coco,EDP,50 ml,0,45,86.95,98.95,-51.32644628,11.19132231,CHA1224,,undefined
3145891168303,Chanel,Coco Mademoi,Bodycr,150 g,0,35,67.95,69.95,76.5,7.530165289,8.968181818,CHA1379,
3145891169454,Chanel,Coco Mademoi,Bodylo,200 ml,0,15,44.95,49.99,-21.32644628,10.99297521,CHA1350,,undefined
3145891166606,Chanel,Coco Mademoi,EDP,100 ml,0,80,129.95,148.93,-86.32644628,7.108677686,CHA1341,Prijslimiet �129.95 | Douglas �112.82,undefined
3145891166705,Chanel,Coco Mademoi,EDP,200 ml,0,110,199.95,204.95,239.03,27.4392562,31.03429752,CHA1382,Parfum Offers �209.95
3145891166309,Chanel,Coco Mademoi,EDP,35 ml,0,36,71.95,74.95,80.36,9.406198347,11.56322314,CHA1383,
3145891166507,Chanel,Coco Mademoi,EDP,50 ml,0,45,92.95,104.95,105.07,15.5053719,24.13347107,CHA1331,ParfumAmor �97
3145891160505,Chanel,Coco Mademoi,Parfum,15 ml,0,85,131.95,193.81,-91.32644628,3.546694215,CHA1335,,undefined
3145891160208,Chanel,Coco Mademoi,Parfum,7.5 ml,0,75.95,114.95,121.39,-82.27644628,0.373553719,CHA1250,,undefined
3145891164107,Chanel,Coco Mademoi,EDP,3 x 20,0,53,89.95,98.95,-59.32644628,5.348347107,CHA1225,,undefined
3145891160307,Chanel,Coco Mademoi,EDT,3 x 20,0,45,84.95,92.84,-51.32644628,9.753305785,CHA1226,,undefined
3145891169102,Chanel,Coco Mademoi,Soap,150 g,0,14,30.95,32.95,35.5,1.926859504,3.364876033,CHA1251,
3145891165203,Chanel,Coco Mademoi,EDP,100 ml,0,80,124.95,150.77,-86.32644628,3.513636364,CHA1227,Prijslimiet �124.95 | Douglas �107.41,undefined
3145891165708,Chanel,Coco Mademoi,EDP,200 ml,0,100,184.95,189.95,219.34,26.65413223,30.24917355,CHA1228,Parfum Offers �199
3145891163902,Chanel,Coco Mademoi,EDP,35 ml,0,48,79.95,81.95,85.21,3.158264463,4.596280992,CHA1330,
3145891164206,Chanel,Coco Mademoi,EDP,50 ml,0,55,91.95,94.95,98.95,4.786363636,6.94338843,CHA1229,
3145891164602,Chanel,Coco Mademoi,EDT,100 ml,0,60,107.95,109.95,116.29,11.29049587,12.7285124,CHA1230,
3145891164503,Chanel,Coco Mademoi,EDT,50 ml,0,45,74.95,77.95,81.61,2.56322314,4.720247934,CHA1282,Douglas �63.36
3145891137309,Chanel,Coco Noir,Body C,150 g,0,34,64.95,69.95,80.59,6.373140496,9.968181818,CHA1371,
3145891137408,Chanel,Coco Noir,Bodylo,200 ml,0,9.75,45.95,54.07,-16.07644628,16.96198347,CHA1283,,undefined
3145891136302,Chanel,Coco Noir,Parfum,15 ml,0,28,174.95,212.18,-34.32644628,91.46404959,CHA1284,,undefined
3145891137606,Chanel,Coco Noir,Shower,200 ml,0,9.75,39.95,46.92,-16.07644628,12.64793388,CHA1285,,undefined
3145891136609,Chanel,Coco Noir Va,EDP,100 ml,0,75,124.95,129.95,148.93,8.513636364,12.10867769,CHA1231,
3145891136203,Chanel,Coco Noir Va,EDP,35 ml,0,42,69.95,78.55,-48.32644628,1.968181818,CHA1286,,undefined
3145891136500,Chanel,Coco Noir Va,EDP,50 ml,0,41,83.95,105.07,-47.32644628,13.03429752,CHA1232,,undefined
3145891130324,Chanel,Coco,Parfum,15 ml,0,28,144.95,192.8,-34.32644628,69.89380165,CHA1287,,undefined
3145891130225,Chanel,Coco,Parfum,7.5 ml,0,28,105.95,121.39,-34.32644628,41.85247934,CHA1288,,undefined
3145891135510,Chanel,Coco Recharg,EDP,60 ml,0,28,70.95,91.81,-34.32644628,16.68719008,CHA1289,,undefined
3145891138603,Chanel,Coco,Shower,200 ml,0,9.75,35.95,42.84,-16.07644628,9.771900826,CHA1290,,undefined
3145891139105,Chanel,Coco,Soap,150 g,0,9.75,21.95,25.5,-16.07644628,-0.294214876,CHA1291,,undefined
3145891135305,Chanel,Coco Vaporis,EDP,100 ml,0,65,104.5,107.5,140.77,3.809917355,5.966942149,CHA1233,Bol.com �109.50
3145891134209,Chanel,Coco Vaporis,EDP,35 ml,0,28,64.95,74.47,-34.32644628,12.3731405,CHA1310,,undefined
3145891134308,Chanel,Coco Vaporis,EDP,50 ml,0,60,92.95,94.95,100.97,0.505371901,1.94338843,CHA1292,
3145891234602,Chanel,Coco Vaporis,EDT,100 ml,0,28,88.95,116.29,-34.32644628,29.62933884,CHA1293,,undefined
3145891234503,Chanel,Coco Vaporis,EDT,50 ml,0,42,65.95,81.61,-48.32644628,-0.90785124,CHA1294,,undefined
3145891112504,Chanel,Cristalle Ea,EDT,50 ml,0,33.5,61.95,80.59,-39.82644628,4.716115702,CHA1295,,undefined
3145891354508,Chanel,Cristalle Va,EDP,50 ml,0,38.5,69.95,80.59,-44.82644628,5.468181818,CHA1356,,undefined
3145891154603,Chanel,Cristalle Va,EDT,100 ml,0,28,68.95,89.78,-34.32644628,15.24917355,CHA1296,,undefined
3145891144604,Chanel,�go�ste Vapo,EDT,100 ml,0,89.95,98.95,-6.326446281,58.34834711,CHA1234,,undefined,undefined
3145891144505,Chanel,�go�ste Vapo,EDT,50 ml,0,38.5,62.95,63.95,72.43,0.435123967,1.154132231,CHA1357,
3145891205251,Chanel,Gabrielle Va,EDP,100 ml,0,80,124.95,129.95,148.93,3.513636364,7.108677686,CHA1256,Douglas �112.82
3145891204407,Chanel,Gabrielle Va,EDP,35 ml,0,35,66.95,69.95,78.54,6.811157025,8.968181818,CHA1351,
3145891204254,Chanel,Gabrielle Va,EDP,50 ml,0,55,89.95,94.95,105.07,3.348347107,6.94338843,CHA1246,Douglas �80.36
3145891016703,Chanel,Jersey,EDT,200 ml,0,128,194.95,204.95,320,5.844214876,13.03429752,CHA1352,
3145891199352,Chanel,N�19 Deodora,Spray,100 ml,0,9.75,33.95,40.8,-16.07644628,8.333884298,CHA1297,,undefined
3145891200904,Chanel,N�19,Parfum,15 ml,0,78,139.95,193.81,-84.32644628,16.29876033,CHA1358,,undefined
3145891209907,Chanel,N�19,Parfum,7.5 ml,0,48,89.95,94.95,121.39,10.34834711,13.94338843,CHA1298,
3145891194906,Chanel,N�19 Poudr� ,EDP,100 ml,0,41,82.95,87.95,140.77,12.31528926,15.91033058,CHA1235,Lagere bemiddeling - �7.40
3145891194807,Chanel,N�19 Poudr� ,EDP,50 ml,0,28,76.95,98.95,-34.32644628,21.00123967,CHA1299,,undefined
3145891199055,Chanel,N�19 Soap 15,0,9,20.95,25.5,-15.32,-0.26322314,CHA1300,,undefined,undefined,undefined
3145891195309,Chanel,N�19 Vaporis,EDP,100 ml,0,70,99.95,140.77,-76.32644628,-4.461570248,CHA1236,Bol.com �107 | iParfum verpakking,undefined
3145891294200,Chanel,N�19 Vaporis,EDP,35 ml,0,28,61.95,70.4,-34.32644628,10.2161157,CHA1301,,undefined
3145891194302,Chanel,N�19 Vaporis,EDP,50 ml,0,28,85.95,98.95,-34.32644628,27.47231405,CHA1302,,undefined
3145891194708,Chanel,N�19 Vaporis,EDT,100 ml,0,69.55,109.95,114.95,116.29,3.178512397,6.773553719,CHA1303,
3145891194203,Chanel,N�19 Vaporis,EDT,50 ml,0,36,64.95,81.61,-42.32644628,4.373140496,CHA1304,,undefined
3145891057201,Chanel,N�5,Bodycr,150 g,0,34,59.95,69.95,78.55,2.778099174,9.968181818,CHA1305,
3145891057409,Chanel,N�5,Bodylo,200 ml,0,9.75,45.95,54.07,-16.07644628,16.96198347,CHA1306,,undefined
3145891057300,Chanel,N�5 Deodoran,Spray,100 ml,0,9.75,36.95,43.86,-16.07644628,10.49090909,CHA1307,,undefined
3145891051179,Chanel,N�5 Eau Prem,EDP,3 x 20,0,48,82.95,116.28,-54.32644628,5.315289256,CHA1362,,undefined
3145891053401,Chanel,N�5 Eau Prem,EDP,100 ml,0,79,124.95,129.95,140.77,4.513636364,8.108677686,CHA1237,
3145891052305,Chanel,N�5 Eau Prem,EDP,35 ml,0,9.75,64.95,74.47,-16.07644628,30.6231405,CHA1308,,undefined
3145891053302,Chanel,N�5 Eau Prem,EDP,50 ml,0,48,79.95,99.97,-54.32644628,3.158264463,CHA1363,,undefined
3145891253603,Chanel,N�5,EDP,100 ml,0,70,129.95,140.77,-76.32644628,17.10867769,CHA1238,,undefined
3145891057805,Chanel,N�5 Foaming ,Gel,200 ml,0,9.75,44.95,48.96,-16.07644628,16.24297521,CHA1309,,undefined
3145891057904,Chanel,N�5,Hair M,40 ml,0,26.9,47.95,48.95,59.45,1.25,1.969008264,CHA1361,
3145891055009,Chanel,N�5 L'Eau Re,EDT,3 x 20,0,42,74.95,79.95,116.28,5.56322314,9.158264463,CHA1364,
3145891055306,Chanel,N�5 L'Eau Va,EDT,100 ml,0,40,99.95,109.95,140.77,25.53842975,32.7285124,CHA1239,
3145891055405,Chanel,N�5 L'Eau Va,EDT,200 ml,0,110,194.95,219.32,-116.3264463,23.84421488,CHA1244,,undefined
3145891055108,Chanel,N�5 L'Eau Va,EDT,35 ml,0,36,62.95,74.47,-42.32644628,2.935123967,CHA1365,,undefined
3145891055207,Chanel,N�5 L'Eau Va,EDT,50 ml,0,45,79.95,84.95,96.91,6.158264463,9.753305785,CHA1243,Douglas �75.73
3145891200508,Chanel,N�5,Parfum,15 ml,0,85,127.95,129.95,193.81,0.670661157,2.108677686,CHA1336,
3145891201505,Chanel,N�5,Parfum,30 ml,0,132,214.95,219.95,295.83,16.22438017,19.81942149,CHA1359,
3145891209501,Chanel,N�5,Parfum,7.5 ml,0,65,104.95,122.41,-71.32644628,4.133471074,CHA1337,,undefined
3145891057706,Chanel,N�5,Powder,145 g,0,9.75,56.95,66.31,-16.07644628,24.87107438,CHA1321,,undefined
3145891254075,Chanel,N�5 Recharge,EDP,3 x 20,0,55,99.95,114.26,-61.32644628,10.53842975,CHA1252,,undefined
3145891051209,Chanel,N�5 Recharge,EDT,3 x 20,0,28,89.95,92.84,-34.32644628,30.34834711,CHA1254,,undefined
3145891254709,Chanel,N�5 Recharge,EDP,60 ml,0,28,91.95,101.81,-34.32644628,31.78636364,CHA1253,,undefined
3145891055504,Chanel,N�5 Recharge,EDT,50 ml,0,28,53.95,70.4,-34.32644628,4.464049587,CHA1311,,undefined
3145891051605,Chanel,N�5 Recharge,Parfum,7.5 ml,0,56.5,92.95,94.95,100.79,4.005371901,5.44338843,CHA1338,
3145891254501,Chanel,N�5 Refillab,EDP,60 ml,0,76.95,117.95,125.69,-83.27644628,1.530578512,CHA1312,Prijslimiet �104.95,undefined
3145891054507,Chanel,N�5 Refillab,EDT,50 ml,0,28,83.95,97.94,-34.32644628,26.03429752,CHA1313,,undefined
3145891051551,Chanel,N�5 Refillab,Parfum,7.5 ml,0,54,87.95,90.79,-60.32644628,2.910330579,CHA1360,,undefined
3145891057003,Chanel,N�5 Soap,Soap,150 g,0,9.75,21.95,27.54,-16.07644628,-0.294214876,CHA1314,,undefined
3145891255300,Chanel,N�5 Vaporisa,EDP,100 ml,0,87.95,134.95,136.5,140.77,2.753719008,3.868181818,CHA1240,
3145891255607,Chanel,N�5 Vaporisa,EDP,200 ml,0,120,179.95,184.95,219.34,3.059090909,6.654132231,CHA1241,
3145891252309,Chanel,N�5 Vaporisa,EDP,35 ml,0,28,64.95,74.47,-34.32644628,12.3731405,CHA1315,,undefined
3145891254303,Chanel,N�5 Vaporisa,EDP,50 ml,0,62,99.95,101.95,99.97,3.538429752,4.976446281,CHA1353,
3145891054675,Chanel,N�5 Vaporisa,EDT,100 ml,0,55,99.95,104.95,116.29,10.53842975,14.13347107,CHA1316,
3145891054552,Chanel,N�5 Vaporisa,EDT,50 ml,0,50,82.95,81.61,-56.32644628,3.315289256,CHA1317,,undefined
3145891242508,Chanel,Platinum �go,Afters,Moistu,0,9.75,32.95,39.78,-16.07644628,7.614876033,CHA1318,,undefined
3145891240603,Chanel,Platinum �go,ASL,75 ml,0,38.95,66.95,69.95,74.81,2.861157025,5.018181818,CHA1388,
3145891249309,Chanel,Platinum �go,Deospr,100 ml,0,12.5,25.95,33.65,-18.82644628,-0.168181818,CHA1366,,undefined
3145891247008,Chanel,Platinum �go,Deosti,75 ml,0,21.8,40.95,45.03,-28.12644628,1.316942149,CHA1384,Prijslimiet �34.95 ,undefined
3145891249606,Chanel,Platinum �go,SG,150 ml,1,22.5,42.95,44.95,48.13,2.054958678,3.492975207,CHA1385,Prijslimiet �34.95 
3145891244601,Chanel,Platinum �go,EDT,100 ml,0,50,86.95,89.95,98.95,6.191322314,8.348347107,CHA1242,
3145891244502,Chanel,Platinum �go,EDT,50 ml,0,46.8,75.95,83.15,-53.12644628,1.482231405,CHA1386,Prijslimiet �75.95 | Parfum Offers �71.99,undefined
3145891170610,Chanel,pour Monsieu,Afters,Lotion,0,9.75,49.95,59.17,-16.07644628,19.83801653,CHA1319,,undefined
3145891179507,Chanel,pour Monsieu,Spray,100 ml,0,12.5,25.95,33.65,-18.82644628,-0.168181818,CHA1367,,undefined
3145891174601,Chanel,pour Monsieu,EDT,100 ml,0,28,75.95,98.95,-34.32644628,20.2822314,CHA1320,,undefined
3614224105631,Chlo�,Absolu,EDP,50 ml,0,40,66.95,94.74,-46.32644628,1.811157025,CHL8869,,undefined
688575201932,Chlo�,Boddylotion,Bodylo,200 ml,0,15,30.95,42.5,-21.32644628,0.926859504,CHL8844,,undefined
3614224679309,Chlo�,Chlo,EDP,20 ml ,0,20,54.95,59.95,86.99,13.18305785,16.77809917,CHL8873,
688575201963,Chlo�,Deospray,Deospr,100 ml,0,15,29.95,32.95,39.47,0.20785124,2.364876033,CHL8864,
3614220808840,Chlo�,EDP,EDP,125 ml,0,49.95,86.95,89.95,116,6.241322314,8.398347107,CHL8866,
3614222864677,Chlo�,EDP,EDP,20 ml,0,10,32.95,34.95,52.34,7.364876033,8.802892562,CHL8868,
688575201901,Chlo�,EDP,EDP,30 ml,0,32.5,53.95,70.6,-38.82644628,-0.035950413,CHL8854,,undefined
3607346232347,Chlo�,EDP,EDP,50 ml,11,34.4,57.5,62.95,82,0.616528926,4.535123967,CHL8853,Bol.com �51
