EAN,Merk,Product,Categorie,Volume,Aantal,Inkoopprijs,Minimaal,Maximaal,Winkelprijs,Winstlaag,Winsthoog,SKU,Notities
737052893877,Hugo Boss,Hugo Woman,EDP,50 ml,24,17.5,-23.82,-23.82644628,,undefined,undefined,undefined,undefined
737052893914,Hugo Boss,Hugo Woman,EDP,75 ml,0,22,46.95,51.95,100.46,5.430991736,9.026033058,HUG6322,
737052265155,Hugo Boss,Hugo Woman,EDT,125 ml,0,28.08,189.95,229.95,-34.40644628,102.1691736,HUG6253,,undefined
737052265056,Hugo Boss,Hugo Woman,EDT,40 ml,0,15,84.95,149.95,-21.32644628,39.75330579,HUG6254,,undefined
737052987569,Hugo Boss,Hugo Woman E,EDP,75 ml,0,25,59.95,100.46,-31.32644628,11.77809917,HUG6302,,undefined
737052179902,Hugo Boss,in Motion Bl,Afters,90 ml,0,32.95,68.9,-6.326446281,17.36487603,HUG6275,,undefined,undefined
737052852027,Hugo Boss,In Motion,EDT,40 ml,0,17.28,39.95,54.95,-23.60644628,5.117933884,HUG6232,,undefined
737052218250,Hugo Boss,In Motion Wh,EDT,40 ml,0,16,34.95,53.95,-22.32644628,2.802892562,HUG6234,,undefined
737052218212,Hugo Boss,In Motion Wh,EDT,90 ml,0,28,39.95,78.95,-34.32644628,-5.602066116,HUG6235,,undefined
737052684390,Hugo Boss,Jour,EDP,30 ml,0,14,34.95,39.95,57.27,4.802892562,8.397933884,HUG6268,Lagere bemiddeling - Bol.com �42.79
737052684437,Hugo Boss,Jour,EDP,50 ml,0,23,44.95,52.95,87.98,2.992975207,8.745041322,HUG6310,
737052684475,Hugo Boss,Jour,EDP,75 ml,0,20,53.95,106.98,-26.32644628,12.46404959,HUG6283,,undefined
737052719573,Hugo Boss,Jour Giftset,EDP,50 ml ,0,31,59.5,88.5,-37.32644628,5.454545455,HUG6210,,undefined
737052800998,Hugo Boss,Jour Giftset,EDP,50 ml ,EDP,7.4 ml,0,55.95,88.5,-6.326446281,33.90206612,HUG6291,
737052796680,Hugo Boss,Jour Lumineu,EDP,50 ml,0,23,44.95,53.95,83.19,2.992975207,9.464049587,HUG6294,
737052465494,Hugo Boss,Just Differe,EDT,100 ml,0,20,49.95,67.5,-26.32644628,9.588016529,HUG6236,,undefined
737052802749,Hugo Boss,Ma Vie,EDP,30 ml,0,15,39.95,62.66,-21.32644628,7.397933884,HUG6305,,undefined
737052802800,Hugo Boss,Ma Vie,EDP,75 ml,0,25,44.95,47.95,106.98,0.992975207,3.15,HUG1333�,Parfumeasy �49.29
730870171097,Hugo Boss,Ma Vie Inten,EDP,30 ml,0,21.9,40.95,62.75,-28.22644628,1.216942149,HUG6296,,undefined
8005610295138,Hugo Boss,Ma Vie Inten,EDP,75 ml,0,25,48.95,53.95,109.99,3.869008264,7.464049587,HUG6319,Prijslimiet �53.95 - I-drogist �46.27
8005610714882,Hugo Boss,Ma Vie L'Eau,EDT,30 ml,0,15,43.95,59.49,-21.32644628,10.27396694,HUG6306,,undefined
737052550244,Hugo Boss,Nuit,Bodylo,200 ml,0,22.95,44.9,-6.326446281,10.17479339,HUG6301,,undefined,undefined
737052550350,Hugo Boss,Nuit,Deospr,150 ml,0,27.95,44.9,-6.326446281,13.76983471,HUG6276,,undefined,undefined
737052549910,Hugo Boss,Nuit,EDP,30 ml,0,14,33.95,37.95,51.95,4.083884298,6.959917355,HUG6240,Lagere bemiddeling - Parfumeasy �39
737052549941,Hugo Boss,Nuit,EDP,50 ml,0,19,37.95,39.95,79.54,1.959917355,3.397933884,HUG6269,Bol.com �41.99
737052549972,Hugo Boss,Nuit,EDP,75 ml,6,26,46.95,105.92,-32.32644628,1.430991736,HUG6277,Prijslimiet �46.95 | Bol.com �37.99,undefined
737052796604,Hugo Boss,Nuit Intense,EDP,50 ml,0,0,51.95,83.5,-6.326446281,31.02603306,HUG6262,,undefined
737052796567,Hugo Boss,Nuit Intense,EDP,75 ml,0,15,54.95,109.98,-21.32644628,18.18305785,HUG6295,,undefined
737052550176,Hugo Boss,Nuit,Shower,200 ml,0,20.95,44.9,-6.326446281,8.73677686,HUG6278,,undefined,undefined
4084500357150,Hugo Boss,Number One,EDT,125 ml,0,51.5,99.8,-6.326446281,30.70247934,HUG6287,,undefined,undefined
4084500357105,Hugo Boss,Number One,EDT,50 ml,0,20,42.95,61.5,-26.32644628,4.554958678,HUG6241,,undefined
737052696164,Hugo Boss,Orange Feel ,EDT,100 ml,0,17,36.95,77.95,-23.32644628,3.240909091,HUG6288,,undefined
737052238081,Hugo Boss,Orange for W,EDT,50 ml,0,18,43.95,69.95,-24.32644628,7.273966942,HUG6242,,undefined
737052238128,Hugo Boss,Orange for W,EDT,75 ml,0,16,34.95,41.95,89.95,2.802892562,7.835950413,HUG6243,Bol.com �35.99
737052451886,Hugo Boss,Orange Made ,EDT,40 ml,0,36.95,53.95,-6.326446281,20.24090909,HUG6279,,undefined,undefined
737052451855,Hugo Boss,Orange Made ,EDT,90 ml,0,20,74.95,78.95,-26.32644628,27.56322314,HUG6280,,undefined
737052347837,Hugo Boss,Orange Man,Afters,Lotion,0,20,41.95,64.9,-26.32644628,3.835950413,HUG6281,,undefined
737052347851,Hugo Boss,Orange Man,Afters,Lotion,0,20,33.95,51.5,-26.32644628,-1.916115702,HUG6292,,undefined
737052347974,Hugo Boss,Orange Man,EDT,100 ml,0,17,34.95,41.95,77.95,1.802892562,6.835950413,HUG6244,Bol.com �36.09
737052347998,Hugo Boss,Orange Man,EDT,60 ml,0,24,42.95,65.95,-30.32644628,0.554958678,HUG6209,,undefined
737052412146,Hugo Boss,Orange Sunse,EDT,75 ml,0,25,45.95,89.95,-31.32644628,1.711983471,HUG6282,,undefined
737052145686,Hugo Boss,Pure,Afters,Lotion,0,15,29.95,46.95,-21.32644628,0.20785124,HUG6245,,undefined
737052145693,Hugo Boss,Pure,Afters,Lotion,0,15,34.95,57.95,-21.32644628,3.802892562,HUG6246,,undefined
737052145846,Hugo Boss,Pure,EDT,50 ml,0,10,35.95,59.95,-16.32644628,9.521900826,HUG6247,,undefined
737052655369,Hugo Boss,Pure Purple,EDP,50 ml,0,64.95,79.95,-6.326446281,40.3731405,HUG6289,,undefined,undefined
737052003306,Hugo Boss,Selection,EDT,50 ml,0,19.44,41.95,62.5,-25.76644628,4.395950413,HUG6248,,undefined
737052006468,Hugo Boss,Selection,EDT,90 ml,0,28.08,51.95,79.95,-34.40644628,2.946033058,HUG6249,,undefined
737052373034,Hugo Boss,Soul,EDT,90 ml,0,26,47.95,79.95,-32.32644628,2.15,HUG6250,,undefined
737052972466,Hugo Boss,The Scent,ASL,100 ml,0,22.9,45.95,52.95,78.5,3.811983471,8.845041322,HUG6323,Drogimarkt �55.44
737052993546,Hugo Boss,The Scent DS,0,5.8,17.95,21.95,28.1,0.779752066,3.655785124,HUG6315,Bemiddeling - �1.46 | Senisa �19,undefined,undefined
737052972305,Hugo Boss,The Scent,EDT,100 ml,0,33.66,64.95,69.95,104.8,6.713140496,10.30818182,HUG6308,
737052972268,Hugo Boss,The Scent,EDT,50 ml,0,18.5,38.95,41.95,80.12,3.17892562,5.335950413,HUG6316,Bol.com �44
730870199053,Hugo Boss,The Scent fo,0,15,30.95,39.97,-21.32,0.926859504,HUG6307,,undefined,undefined,undefined
8005610298894,Hugo Boss,The Scent fo,EDP,50 ml,0,33,57.95,86.45,-39.32644628,2.340082645,HUG6297,,undefined
8005610256481,Hugo Boss,The Scent fo,EDP,100 ml,0,58.95,84.95,118.95,-65.27644628,-4.196694215,HUG6263,,undefined
8005610256450,Hugo Boss,The Scent fo,EDP,50 ml ,0,45.5,72.95,98.25,-51.82644628,0.625206612,HUG6260,,undefined
8005610522920,Hugo Boss,The Scent fo,Parfum,50 ml,0,35,67.95,108.03,-41.32644628,7.530165289,HUG6303,,undefined
730870199015,Hugo Boss,The Scent fo,Shower,200 ml,0,9.75,24.95,36.74,-16.07644628,1.862809917,HUG6300,,undefined
730870156773,Hugo Boss,The Scent Gi,EDT,100 ml,0,41,69.95,101.8,-47.32644628,2.968181818,HUG6264,,undefined
730870155738,Hugo Boss,The Scent Gi,EDT,50 ml ,0,38.95,61.95,88.64,-45.27644628,-0.733884298,HUG6265,,undefined
8005610523088,Hugo Boss,The Scent Pa,0,40,74.95,79.95,115.72,7.56322314,11.15826446,HUG6320,Totallybeauty �79.99,undefined,undefined
3614227391826,Hugo Boss,The Scent Pr,EDT,100 ml,0,35,54.95,74.95,104.8,-1.816942149,12.56322314,HUG6309,
737052130729,Hugo Boss,XX Woman,EDT,100 ml,0,26,44.95,49.95,76.5,-0.007024793,3.588016529,HUG6256,
737052130705,Hugo Boss,XX Woman,EDT,60 ml,0,20.52,36.95,57.5,-26.84644628,-0.279090909,HUG6257,,undefined
737052130934,Hugo Boss,XY Man,EDT,100 ml,0,26,44.95,75.5,-32.32644628,-0.007024793,HUG6258,,undefined
3136664009862,Hugo Boss,XY Man,EDT,40 ml,0,31.95,34.95,49.95,16.64586777,18.80289256,HUG6284,,undefined
737052130910,Hugo Boss,XY Man,EDT,60 ml,0,20,47.95,56.5,-26.32644628,8.15,HUG6259,,undefined
3605471700137,Iceberg,Twice pour H,EDT,125 ml,0,10,26.95,54.95,-16.32644628,3.050826446,ICE8144,,undefined
3605473774723,Iceberg,White,Deospr,100 ml,2,2,11.95,12.95,24.9,0.265702479,0.984710744,ICE8145,
7612535002416,Il Profvmo,Fleur De Bam,EDP,100 ml,0,45,119.95,189.9,-51.32644628,34.91859504,ILP3601,,undefined
7612535002218,Il Profvmo,Ginger,EDP,100 ml,0,20,89.95,109.95,189.9,38.34834711,52.7285124,ILP3604,
7612535001419,Il Profvmo,Pioggia Sala,EDP,100 ml,0,45,119.95,189.9,-51.32644628,34.91859504,ILP3602,,undefined
7612535001303,Il Profvmo,Quai Des Lic,EDP,50 ml,0,35,69.95,139.9,-41.32644628,8.968181818,ILP3603,,undefined
3423470394221,Issey Miyake,a Scent Flor,EDP,25 ml,0,41.95,74.9,-6.326446281,23.83595041,ISS6556,,undefined,undefined
3423470394139,Issey Miyake,a Scent Flor,EDP,80 ml,0,32,59.95,94.95,-38.32644628,4.778099174,ISS6544,,undefined
3423474831159,Issey Miyake,L'Eau d'Isse,EDP,50 ml,0,20,52.95,80.26,-26.32644628,11.74504132,ISS6555,,undefined
3423470481105,Issey Miyake,L'Eau d'Isse,Body C,200 ml,0,9.75,46.95,64.96,-16.07644628,17.68099174,ISS6569,,undefined
3423470481112,Issey Miyake,L'Eau d'Isse,Bodylo,200 ml,0,9.75,33.95,43.45,-16.07644628,8.333884298,ISS6570,,undefined
3423470481242,Issey Miyake,L'Eau d'Isse,EDP,75 ml,0,68.95,100.5,-6.326446281,43.24917355,ISS6560,,undefined,undefined
3423470300161,Issey Miyake,L'Eau d'Isse,EDT,100 ml,0,28,64.95,97.95,-34.32644628,12.3731405,ISS6545,,undefined
3423470480986,Issey Miyake,L'Eau d'Isse,EDT,25 ml,0,28,37.95,49.19,-34.32644628,-7.040082645,ISS6566,,undefined
3423470300154,Issey Miyake,L'Eau d'Isse,EDT,50 ml,0,23,44.95,49.95,72.95,2.992975207,6.588016529,ISS6546,
3423470482478,Issey Miyake,L'Eau d'Isse,EDT,50 ml,0,18,35.95,37.95,73.28,1.521900826,2.959917355,ISS6577,Parfum Offers �39.95
3423470482485,Issey Miyake,L'Eau d'Isse,EDT,90 ml,0,49.95,53.95,99.56,29.58801653,32.46404959,ISS6553,,undefined
3423474830855,Issey Miyake,L'Eau d'Isse,EDT,50 ml ,0,51.95,88.95,-6.326446281,31.02603306,ISS6558,,undefined,undefined
3423474883257,Issey Miyake,L'Eau d'Isse,EDT,100 ml,0,31.5,51.95,81.65,-37.82644628,-0.473966942,ISS6564,,undefined
3423474836758,Issey Miyake,L'Eau d'Isse,EDT,50 ml ,0,29.5,50.95,51.95,81.5,0.807024793,1.526033058,ISS6549,
3423474831852,Issey Miyake,L'Eau d'Isse,EDT,50 ml ,Showe,30 ml,0,59.95,88.95,-6.326446281,36.77809917,ISS6557,
3423474832156,Issey Miyake,L'Eau d'Isse,EDT,50 ml ,Showe,75 ml,0,51.95,83.95,-6.326446281,31.02603306,ISS6561,
3423470486018,Issey Miyake,L'Eau d'Isse,EDT,125 ml,0,17,37.95,87.5,-23.32644628,3.959917355,ISS6554,,undefined
3423474889655,Issey Miyake,L'Eau d'Isse,EDT,50 ml ,0,25.9,49.95,81.27,-32.22644628,3.688016529,ISS6575,,undefined
3423470486056,Issey Miyake,L'Eau d'Isse,0,15,33.95,36.95,46.9,3.083884298,5.240909091,ISS6579,,undefined,undefined
3423470311419,Issey Miyake,L'Eau d'Isse,ASL,100 ml,0,31.95,35.95,52.9,16.64586777,19.52190083,ISS6584,Nr1parfumerie �38.19,undefined
3423470311365,Issey Miyake,L'Eau d'Isse,EDT,125 ml,3,27,57.95,81.5,-33.32644628,8.340082645,ISS6551,Bol.com �43,undefined
3423470485448,Issey Miyake,L'Eau d'Isse,EDT,200 ml,0,38,75.95,121.5,-44.32644628,10.2822314,ISS6552,,undefined
3423470485547,Issey Miyake,L'Eau d'Isse,EDT,40 ml,0,11,29.95,46.57,-17.32644628,4.20785124,ISS6562,,undefined
3423470311358,Issey Miyake,L'Eau d'Isse,EDT,75 ml,0,23,43.95,44.95,61.5,2.273966942,2.992975207,ISS6547,Bol.com �33.19
3423474877850,Issey Miyake,L'Eau d'Isse,EDT,125 ml,0,37.5,61.95,93.6,-43.82644628,0.716115702,ISS6550,,undefined
3423474888054,Issey Miyake,L'Eau d'Isse,EDT,75 ml ,0,24.9,44.95,47.95,81.27,1.092975207,3.25,ISS6576,Vromen E-Commerce �40.43 | Los �45.95
3423470311532,Issey Miyake,L'Eau d'Isse,Shower,200 ml,0,9.75,25.5,30.61,-16.07644628,2.258264463,ISS6571,,undefined
3423474838257,Issey Miyake,L'Eau d'Isse,EDP,50 ml,0,19,52.95,58.95,84.36,12.74504132,17.05909091,ISS6580,
3423474838356,Issey Miyake,L'Eau d'Isse,EDP,90 ml,0,28,75.95,105.72,-34.32644628,20.2822314,ISS6568,,undefined
3423474841554,Issey Miyake,L'Eau d'Isse,EDT,90 ml,0,28,86.95,105.72,-34.32644628,28.19132231,ISS6565,,undefined
3423474842551,Issey Miyake,L'Eau d'Isse,EDP,50 ml ,28,26.22,48.95,52.95,86.04,2.649008264,5.525041322,ISS6587,Ways �77.49 | Los  �60.88 | Los 90 ml �53.25
3423470480993,Issey Miyake,L'Eau d'Isse,EDP,25 ml,0,28,38.95,52.34,-34.32644628,-6.32107438,ISS6567,,undefined
3423470481099,Issey Miyake,L'Eau d'Isse,Shower,200 ml,0,9.75,25.95,38.33,-16.07644628,2.581818182,ISS6572,,undefined
3423474871858,Issey Miyake,L'Eau d'Isse,EDT,125 ml,0,12.5,34.95,67.5,-18.82644628,6.302892562,ISS6559,,undefined
3423474887552,Issey Miyake,L'Eau d'Isse,EDT,125 ml,0,25,45.95,49.95,67.5,1.711983471,4.588016529,ISS6578,XLSupply �38.27
3423474889655,Issey Miyake,L'Eau Majaur,EDT,50 ml ,2,23.9,44.95,46.95,62.49,2.092975207,3.530991736,ISS6585,Los �43.95
3423478409453,Issey Miyake,L'Eau Super ,EDT,50 ml,4,24.9,44.95,49.95,72.49,1.092975207,4.688016529,ISS6586,Totallybeauty �34.99 | 100 ml �64.95
3423474883950,Issey Miyake,Nuit d'Issey,EDP,125 ml,0,30,59.95,69.95,100.64,6.778099174,13.96818182,ISS6582,Parfum Outlet �64.95
3423474884155,Issey Miyake,Nuit d'Issey,EDP,75 ml,0,22,49.95,54.95,70.29,7.588016529,11.18305785,ISS6583,
3423474874750,Issey Miyake,Nuit d'Issey,EDT,125 ml,0,28,50.95,54.95,86.34,2.307024793,5.183057851,ISS6574,Parfum Offers �54.95
3423474874651,Issey Miyake,Nuit d'Issey,EDT,75 ml,0,28,36.95,60.67,-34.32644628,-7.759090909,ISS6573,,undefined
3423478441958,Issey Miyake,Nuit d'Issey,SG,200 ml,0,9.9,22.95,24.95,30.61,0.274793388,1.712809917,ISS6581,
3423473947257,Issey Miyake,Pleats Pleas,EDT,100 ml,0,40.95,95.43,-6.326446281,23.11694215,ISS6563,,undefined,undefined
3562700373145,Jaguar,Classic Blac,EDT,100 ml,0,21.95,49.95,-6.326446281,9.455785124,JAG4501,,undefined,undefined
7640171190099,Jaguar,for Men Body,0,3,14.95,15.95,20.9,1.422727273,2.141735537,JAG4502,,undefined,undefined
7640171190877,Jaguar,Pace Acceler,EDT,100 ml,0,15,31.95,34.95,49.9,1.645867769,3.802892562,JAG4503,
737052581309,James Bond,007,EDT,75 ml,0,8.5,22.95,24.95,41.31,1.674793388,3.112809917,JAM3603,
8005610414201,James Bond,007 for Wome,EDP,50 ml,0,7.5,20.5,22.95,37.88,0.91322314,2.674793388,JAM3602,
737052739335,James Bond,007 Quantum,EDT,50 ml,0,6.45,18.95,19.95,31.6,0.848760331,1.567768595,JAM3604,75 ml �24.08
730870198865,James Bond,for Women II,EDP,30 ml ,3,7.5,20.95,21.5,37.06,1.23677686,1.632231405,JAM3601,75 ml �25.99
5050456021949,Jean Patou,Collection H,EDP,100 ml,2,50,84.95,89.95,183,4.753305785,8.348347107,JPA2501,XLSupply �89.97
5050456020782,Jean Patou,Joy Forever,EDP,75 ml,1,40,69.95,74.95,137,3.968181818,7.56322314,JPA2502,XLSupply �68.41 
5050456021062,Jean Patou,Joy Forever,EDT,50 ml,2,24,44.95,49.95,87,1.992975207,5.588016529,JPA2503,XLSupply �49.94
5050456020515,Jean Patou,Sublime,EDT,50 ml,0,16.5,37.95,41.95,77,4.459917355,7.335950413,JPA2504,XLSupply �39.72
3423478695856,Jean Paul Gaultier,Classique,Bodylo,200 ml,0,11,27.95,41.82,-17.32644628,2.769834711,JEA8904,,undefined
3423470470529,Jean Paul Gaultier,Classique,Deospr,100 ml,0,15.99,32.95,37.01,-22.31644628,1.374876033,JEA8909,,undefined
3423470470147,Jean Paul Gaultier,Classique,EDP,100 ml,0,79.95,84.95,106.8,51.15826446,54.75330579,JEA8896,Lagere bemiddeling - �2.60,undefined
3423470317169,Jean Paul Gaultier,Classique,EDT,100 ml,0,28.5,71.95,96.95,-34.82644628,16.90619835,JEA8877,,undefined
3423470317169,Jean Paul Gaultier,Classique,EDT,100 ml,20,41.5,-47.82,-47.82644628,,undefined,undefined,undefined,undefined
3423470470727,Jean Paul Gaultier,Classique,EDT,20 ml,0,10,27.5,43.5,-16.32644628,3.446280992,JEA8878,,undefined
3423470317152,Jean Paul Gaultier,Classique,EDT,50 ml,0,20,48.95,72.95,-26.32644628,8.869008264,JEA8879,,undefined
8435415000307,Jean Paul Gaultier,Classique Es,EDP,100 ml,0,52,83.95,88.95,123.39,2.034297521,5.629338843,JEA8917,Parfum Offers �87.95
8435415000291,Jean Paul Gaultier,Classique Es,EDP,50 ml,38,35.85,61.95,67.95,88.69,2.366115702,6.680165289,JEA8924,Bottled Heaven �64.49 | 100 ml �88.95
8435415000604,Jean Paul Gaultier,Classique Gi,EDT,100 ml,0,45.5,75.95,79.95,109.95,2.782231405,5.658264463,JEA8913,
8435415021319,Jean Paul Gaultier,Classique Gi,EDT,100 ml,0,48.95,82.95,89.95,118.85,4.365289256,9.398347107,JEA6503,Los �85.95
8435415017626,Jean Paul Gaultier,Classique Gi,EDT,100 ml,0,49,82.95,89.95,118.85,4.315289256,9.348347107,JEA6504,Los �85.95
3423474721955,Jean Paul Gaultier,Classique Gi,EDT,100 ml,0,42.5,78.95,109.95,-48.82644628,7.939256198,JEA8876,,undefined
3423470471809,Jean Paul Gaultier,Classique Gi,EDT,100 ml,0,73.95,103.95,-6.326446281,46.84421488,JEA8897,,undefined,undefined
8435415013482,Jean Paul Gaultier,Classique Gi,EDT,50 ml ,0,39.95,64.5,91.95,-46.27644628,0.099586777,JEA8903,,undefined
3423474720255,Jean Paul Gaultier,Classique Su,EDT,100 ml,0,29.6,89.95,94.95,149.95,28.74834711,32.34338843,JEA8915,
3423474717958,Jean Paul Gaultier,Classique Su,EDT,100 ml,0,28.5,54.5,89.95,-34.82644628,4.359504132,JEA8880,,undefined
3423470471335,Jean Paul Gaultier,Classique X ,EDT,100 ml,0,28.5,64.95,101.95,-34.82644628,11.8731405,JEA8881,,undefined
3423474719259,Jean Paul Gaultier,Classique X ,EDT,100 ml,0,59.95,101.95,-6.326446281,36.77809917,JEA8895,,undefined,undefined
8435415021616,Jean Paul Gaultier,Classique Xm,EDT,100 ml,0,39.9,68.95,75.95,126.32,3.349173554,8.382231405,JEA8921,Normale fles �70.99
8435415007207,Jean Paul Gaultier,Classique Xm,EDT,100 ml,0,39.9,67.95,69.95,126.32,2.630165289,4.068181818,JEA6501,Normale fles �72
3423470476002,Jean Paul Gaultier,Fleur Du Mal,EDT,125 ml,0,59.95,89.9,-6.326446281,36.77809917,JEA8898,,undefined,undefined
3423470860023,Jean Paul Gaultier,Gaultier_,EDP,120 ml,0,33.35,199.95,242.95,-39.67644628,104.0892562,JEA8882,,undefined
3423470860009,Jean Paul Gaultier,Gaultier_,EDP,40 ml,0,20,98.95,119.95,-26.32644628,44.81942149,JEA8883,,undefined
3423470396010,Jean Paul Gaultier,Kokorico,EDT,50 ml,0,35.5,69.95,-6.326446281,19.19834711,JEA8899,,undefined,undefined
8435415017190,Jean Paul Gaultier,Le Beau,EDT,75 ml,17,27.5,50.95,59.95,76.85,2.807024793,9.278099174,JEA8925,Parfum Offers �59.95 | 125 ml �70
8435415027359,Jean Paul Gaultier,Le Beau Gift,EDT,75 ml ,13,28.5,52.95,61.95,86.85,3.245041322,9.716115702,JEA8922,Los �58.95
8435415012782,Jean Paul Gaultier,Le Male,Afters,Balm 1,0,9.75,32.95,41.82,-16.07644628,7.614876033,JEA8905,,undefined
8435415012843,Jean Paul Gaultier,Le Male,Deospr,150 ml,0,14.6,29.5,31.95,32.5,0.284297521,2.045867769,JEA8910,
8435415012812,Jean Paul Gaultier,Le Male,Deosti,75 g,0,13.9,28.95,32.5,-20.22644628,0.588842975,JEA8911,,undefined
3423470317534,Jean Paul Gaultier,Le Male,EDT,125 ml,0,28,65.95,86.5,-34.32644628,13.09214876,JEA8884,,undefined
3423470475852,Jean Paul Gaultier,Le Male,EDT,200 ml,0,38,69.95,112.95,-44.32644628,5.968181818,JEA8887,,undefined
3423470476460,Jean Paul Gaultier,Le Male,EDT,40 ml,0,23.5,42.95,61.95,-29.82644628,1.054958678,JEA8885,,undefined
3423470317527,Jean Paul Gaultier,Le Male,EDT,75 ml,0,36.5,59.95,62.95,70.95,0.278099174,2.435123967,JEA8886,
8435415000567,Jean Paul Gaultier,Le Male Gift,EDT,125 ml,0,35,58.95,109.95,-41.32644628,1.059090909,JEA8894,,undefined
8435415021432,Jean Paul Gaultier,Le Male Gift,EDT,75 ml ,0,24.9,47.95,52.95,82.26,3.25,6.845041322,JEA8926,Los �46
8435415000611,Jean Paul Gaultier,Le Male Gift,EDT,75 ml ,0,35.5,64.95,89.95,-41.82644628,4.873140496,JEA8906,,undefined
8435415012751,Jean Paul Gaultier,Le Male,Shower,200 ml,0,15.37,22.95,31.12,-21.69644628,-5.195206612,JEA8907,,undefined
16858233705,Jean Paul Gaultier,Le Male Summ,EDT,125 ml,0,79.95,149.95,-6.326446281,51.15826446,JEA8900,,undefined,undefined
3423470475951,Jean Paul Gaultier,Le Male Summ,EDT,125 ml,0,28,47.95,89.95,-34.32644628,0.15,JEA8888,,undefined
8435415006880,Jean Paul Gaultier,Le Male Supe,EDT,125 ml,0,29.9,64.95,74.95,102.89,10.4731405,17.66322314,JEA8927,
8435415013666,Jean Paul Gaultier,Le Male Supe,EDT,75 ml,0,22,46.95,95.01,-28.32644628,5.430991736,JEA8912,,undefined
3423470476996,Jean Paul Gaultier,Le Male Terr,EDT,75 ml,0,19,39.95,68.95,-25.32644628,3.397933884,JEA8889,,undefined
8435415018333,Jean Paul Gaultier,Le Male Xmas,EDT,125 ml,47,32.9,58.95,62.95,105.13,3.159090909,6.035123967,JEA6502,Bemiddeling - �1.45 | Normale fles �65
3423470473025,Jean Paul Gaultier,Ma Dame,Bodylo,200 ml,0,37.95,54.95,-6.326446281,20.95991736,JEA8902,,undefined,undefined
3423470473131,Jean Paul Gaultier,Ma Dame Eau ,EDT,100 ml,0,73.95,95.5,-6.326446281,46.84421488,JEA8901,,undefined,undefined
3423470473360,Jean Paul Gaultier,Ma Dame,EDP,50 ml,0,17,36.5,74.95,-23.32644628,2.917355372,JEA8893,,undefined
3423470473377,Jean Paul Gaultier,Ma Dame,EDP,75 ml,0,31,48.95,79.95,-37.32644628,-2.130991736,JEA8890,,undefined
3423470473018,Jean Paul Gaultier,Ma Dame,EDT,100 ml,0,28,74.95,93.5,-34.32644628,19.56322314,JEA8891,,undefined
3423470473001,Jean Paul Gaultier,Ma Dame,EDT,50 ml,0,20,39.95,72.95,-26.32644628,2.397933884,JEA8892,,undefined
8435415022040,Jean Paul Gaultier,Scandal � Pa,EDT,30 ml,10,19.9,-26.22,-26.22644628,,undefined,undefined,undefined,undefined
8435415018470,Jean Paul Gaultier,Scandal By N,EDP,50 ml,0,39.9,66.95,74.95,98.64,1.911157025,7.66322314,JEA8918,Consumer Goods �68
8435415018456,Jean Paul Gaultier,Scandal By N,EDP,80 ml,0,52,83.95,89.95,123.7,2.034297521,6.348347107,JEA8916,Parfum Offers �82.95
8435415006378,Jean Paul Gaultier,Scandal,EDP,50 ml,49,36.45,60.95,64.95,88.34,1.047107438,3.923140496,JEA8919,Bol.com �53.19 | 80 ml �77.95
8435415007665,Jean Paul Gaultier,Scandal Gift,EDP,50 ml ,0,44,70.95,102.69,-50.32644628,0.687190083,JEA8914,,undefined
8435415018647,Jean Paul Gaultier,Scandal Gift,EDP,50 ml ,21,34,59.95,61.95,98.34,2.778099174,4.216115702,JEA8923,Los �53.19
8435415018661,Jean Paul Gaultier,Scandal Gift,EDP,50 ml ,7,34.18,59.95,61.95,98.34,2.598099174,4.036115702,JEA8920,Los �53.19
8435415007573,Jean Paul Gaultier,Scandal SG 2,1,12.9,28.95,31.45,-19.22,1.588842975,JEA8908,,undefined,undefined,undefined
8435415032544,Jean Paul Gaultier,So Scandal!,EDP,50 ml,6,36.38,-42.70,-42.70644628,,undefined,undefined,undefined,undefined
8435415015486,Jean Paul Gaultier,Ultra Male,EDT,40 ml,0,-6.326,-6.326,,undefined,undefined,undefined,undefined,undefined
5050456044443,Jean-Louis Scherre,One Love,EDP,100 ml,1,27,-33.32,-33.32644628,ParfumMaster �39.89,undefined,undefined,undefined,undefined
5050456043026,Jean-Louis Scherre,S de Scherre,EDT,100 ml,2,20,40.95,45.95,78.51,3.116942149,6.711983471,JEL1201,Theroyalperfume �53 | Google �42
5050456043033,Jean-Louis Scherre,S de Scherre,EDT,100 ml,2,17,36.95,41.95,71.51,3.240909091,6.835950413,JEL1202,Theroyalperfume �49 | Google �39
3414200140027,Jennifer Lopez,Glow,EDT,100 ml,0,12,24.95,52.95,-18.32644628,-0.387190083,JLO1125,,undefined
3414200122023,Jennifer Lopez,Live,EDP,100 ml,0,16,33.95,37.95,59.95,2.083884298,4.959917355,JLO1126,Vromen �34.99
3414200150026,Jennifer Lopez,Still,EDP,100 ml,0,26.95,58.95,-6.326446281,13.05082645,JLO1127,,undefined,undefined
3414200150019,Jennifer Lopez,Still,EDP,50 ml,0,21.95,46.95,-6.326446281,9.455785124,JLO1128,,undefined,undefined
3607348639359,Jil Sander,Bath & Beaut,EDT,50 ml,0,48.95,78.95,-6.326446281,28.86900826,JIL5551,,undefined,undefined
3607342216754,Jil Sander,Eve,EDT,30 ml,0,18,33.95,43.02,-24.32644628,0.083884298,JIL5549,,undefined
